id,brand,category,rating,number_of_reviews,love,price,value_price,exclusive
1834043,SEPHORA COLLECTION,Sponges & Applicators,3.5,73,18200,12,12,1
1834167,Too Faced,Makeup,3.5,579,26300,13,13,0
1834183,Too Faced,Makeup,3.5,2000,64000,15,15,0
1834605,NEST New York,Candles & Home Scents,4,6,692,42,42,0
1834613,NEST New York,Candles & Home Scents,4.5,6,855,42,42,0
1834621,NEST New York,Candles & Home Scents,5,5,916,42,42,0
1834647,CHANEL,Bath & Shower,4.5,4,2500,55,55,0
1834654,CHANEL,Lotions & Oils,3,2,2200,55,55,0
1835339,SEPHORA COLLECTION,Lip Balm & Treatment,4,2000,163100,7,7,1
1835560,Hourglass,Face Brushes,4.5,1000,33100,46,46,0
1835750,DevaCurl,Shampoo,3.5,68,3500,46,46,0
1835842,Living Proof,Hair Styling Products,4,132,18100,29,29,0
1835859,Living Proof,Hair Styling Products,4.5,1000,27900,15,15,0
1835867,Living Proof,Hair Styling Products,4,43,5000,29,29,0
1836592,Atelier Cologne,Perfume,4,10,1200,150,150,0
1836600,Atelier Cologne,Perfume,4.5,384,18100,140,140,0
1836782,Paco Rabanne,Cologne,5,35,1400,100,100,0
1837194,OUAI,Hair Oil,4,504,40200,32,32,0
1837202,OUAI,Hair Styling Products,4,70,8300,24,24,0
1837624,CHANEL,Perfume,4,154,14200,105,105,0
1837780,Viktor&Rolf,Bath & Shower,5,7,2400,53,53,0
1837988,BURBERRY,Perfume,5,6,0,30,30,0
1838002,BURBERRY,Perfume,4.5,143,10400,99,99,0
1838234,Marc Jacobs Fragrances,Perfume,4,110,6300,99,99,0
1838861,Yves Saint Laurent,Perfume,4.5,638,43700,97,97,0
1839620,IGK,Hair Styling Products,4.5,638,19300,29,29,0
1839646,IGK,Conditioner,4.5,113,6000,25,25,0
1839653,IGK,Conditioner,3.5,39,1900,25,25,0
1839687,IGK,Hair Styling Products,4,931,19700,29,29,0
1839711,IGK,Shampoo,4,98,5200,25,25,0
1839729,IGK,Shampoo,3.5,71,2700,25,25,0
1839745,IGK,Leave-In Conditioner,4.5,562,24200,29,29,0
1839893,Rossano Ferretti Parma,Shampoo,4,4,331,42,42,0
1839901,Rossano Ferretti Parma,Conditioner,3.5,8,286,45,45,0
1839919,Rossano Ferretti Parma,Shampoo,3.5,10,430,39,39,0
1839927,Rossano Ferretti Parma,Conditioner,4.5,4,253,39,39,0
1839935,Rossano Ferretti Parma,Hair Styling Products,4.5,18,1600,42,42,0
1839950,Rossano Ferretti Parma,Hair Masks,4,14,921,59,59,0
1839968,Rossano Ferretti Parma,Hair Styling Products,3.5,3,256,51,51,0
1839976,Rossano Ferretti Parma,Hair Oil,4.5,11,855,51,51,0
1839984,Rossano Ferretti Parma,Hair Styling Products,4.5,6,672,46,46,0
1839992,Rossano Ferretti Parma,Hair Primers,4.5,10,702,46,46,0
1840008,Rossano Ferretti Parma,Hair Styling Products,3,2,259,46,46,0
1840024,Rossano Ferretti Parma,Value & Gift Sets,4.5,4,400,59,59,0
1840032,Rossano Ferretti Parma,Value & Gift Sets,4.5,4,444,59,59,0
1840040,Rossano Ferretti Parma,Scalp & Hair Treatments,4,20,942,98,98,0
1840057,Rossano Ferretti Parma,Scalp & Hair Treatments,4,5,595,59,59,0
1840065,Rossano Ferretti Parma,Scalp & Hair Treatments,4,5,606,59,59,0
1840271,belif,Face Wash & Cleansers,4.5,110,5500,24,24,1
1840289,belif,Toners,4,109,12300,28,28,1
1840305,belif,Moisturizers,4.5,58,6500,38,38,1
1840362,MILK MAKEUP,Foundation,4,683,45200,42,42,0
1840461,BECCA,Concealer,4,279,31700,32,32,0
1840610,Ciaté London,Eyeliner,4,43,5700,18,18,0
1840867,Origins,Face Serums,3.5,34,4500,80,80,0
1841469,Cinema Secrets,Brush Cleaners,4.5,387,28600,10,12,0
1841493,Verb,Hair Spray,4,20,1600,18,18,0
1841543,Tata Harper,Moisturizers,3.5,89,4000,85,85,0
1841550,Tata Harper,Eye Creams & Treatments,3,58,2900,115,115,0
1841592,CLINIQUE,Foundation,4,178,12300,28.5,28.5,0
1841782,CLINIQUE,Eyeliner,4,22,2900,19,19,0
1841865,Versace,Rollerballs & Travel Size,3.5,25,2600,26,26,1
1841873,CLEAN RESERVE,Perfume,4.5,61,4600,98,98,0
1841881,CLEAN RESERVE,Perfume,4,115,3500,98,98,0
1842251,SUNDAY RILEY,Face Oils,4,1000,91700,80,80,0
1842269,Christian Louboutin,Lip Gloss,3.5,42,15800,85,85,0
1842574,shu uemura,Shampoo,4.5,131,1800,49,49,0
1842582,shu uemura,Conditioner,4.5,115,1100,59,59,0
1842590,shu uemura,Scalp & Hair Treatments,5,2,853,69,69,0
1842962,Christophe Robin,Hair Styling & Treatments,4,20,7300,39,39,0
1842988,Josie Maran,Face Primer,3.5,502,21600,36,36,0
1843002,Josie Maran,Lip Balms & Treatments,4,449,34000,23,23,0
1843093,Origins,Mists & Essences,4,113,8800,31,31,0
1843135,tarte,Face Wash & Cleansers,4.5,929,37600,22,22,1
1843143,tarte,Eye Masks,4,263,45600,22,22,1
1843788,Peter Thomas Roth,Face Wash & Cleansers,4,111,8100,39,39,0
1844182,CLINIQUE,Setting Spray & Powder,4.5,35,4400,28.5,28.5,1
1844273,bareMinerals,Lip Liner,4,36,8800,16,16,0
1844323,DevaCurl,Hair Styling Products,4,199,13200,26,26,0
1844372,DevaCurl,Hair Dryers,3,63,6700,50,50,0
1844612,Dior,Highlighter,4,27,5800,40,40,0
1845338,COVER FX,Highlighter,4.5,113,13900,34,34,1
1845478,bareMinerals,Lipstick,4.5,1000,115300,20,20,0
1845692,bareMinerals,Lip Gloss,4,241,47300,19,19,0
1846435,Farmacy,Face Masks,4,1000,97000,56,56,1
1846450,bareMinerals,Lipstick,4.5,241,35100,20,20,0
1847391,Urban Decay,Foundation,3.5,3000,89000,40,40,0
1847706,Urban Decay,Face Brushes,4.5,63,8200,32,32,0
1847714,Urban Decay,Face Brushes,4.5,54,13800,26,26,0
1847789,Urban Decay,Eye Brushes,4,52,9000,15,15,0
1848522,KVD Vegan Beauty,Makeup Palettes,4.5,1000,179800,49.5,49.5,1
1848548,KVD Vegan Beauty,Contour,4.5,1000,45600,14,14,0
1848886,Estée Lauder,Foundation,3.5,76,7500,42,42,0
1848894,Hourglass,Face Brushes,4.5,22,10100,46,46,0
1849017,Hourglass,Makeup,4.5,230,38500,24,24,1
1849165,Versace,Perfume,5,38,4300,99,99,0
1849215,Versace,Rollerballs & Travel Size,4.5,30,3500,30,30,0
1850148,Eve Lom,Moisturizers,4,7,1100,75,75,0
1850155,Eve Lom,Face Serums,4,11,1300,150,150,0
1850338,SK-II,Toners,4,181,16200,76,76,0
1850346,SK-II,Mists & Essences,4,936,81100,185,214,0
1850627,MAKE UP FOR EVER,Lipstick,4.5,1000,83600,22,22,0
1850924,tarte,Mini Size,4,18,1800,12,12,1
1850940,bareMinerals,Face Brushes,3.5,34,4100,30,30,0
1851062,Kate Somerville,Eye Creams & Treatments,3,2,1100,125,125,0
1851435,tarte,Blush,4.5,5000,323300,29,29,0
1851476,tarte,Lipstick,3.5,2000,160700,20,20,0
1851559,Sachajuan,Scalp & Hair Treatments,4.5,132,3200,36,36,0
1851567,Sachajuan,Leave-In Conditioner,4,38,3700,36,36,0
1851625,Sachajuan,Hair Styling Products,4,13,2000,34,34,0
1851708,Sachajuan,Shampoo,4,136,7800,29,29,0
1851740,Sachajuan,Shampoo,4,5,695,29,29,0
1851757,Sachajuan,Scalp & Hair Treatments,4,8,1200,33,33,0
1851765,Sachajuan,Shampoo,4,51,2900,29,29,0
1851773,Sachajuan,Conditioner,4,20,1700,33,33,0
1851781,Sachajuan,Hair Oil,4,14,927,53,53,0
1851898,Dr. Brandt Skincare,Face Masks,4,285,18700,75,75,1
1852094,Gucci,Perfume,4,25,2600,85,85,0
1852409,Anastasia Beverly Hills,Foundation,3.5,1000,97900,25,25,0
1852425,Anastasia Beverly Hills,Contour,4,258,11100,25,25,0
1853548,Dior,Lipstick,4.5,301,73900,38,38,0
1854595,Chloé,Perfume,4,62,6500,132,132,0
1854777,Michael Kors,Perfume,4,50,5100,118,118,0
1855204,Dior,Lotions & Oils,4.5,3,1000,85,85,0
1855220,Dior,Perfume,4.5,155,14600,135,135,0
1855493,SEPHORA COLLECTION,Face Primer,3,378,10700,16,16,1
1855584,TOM FORD,Perfume,5,7,1400,70,70,0
1855592,TOM FORD,Perfume,5,5,1000,70,70,0
1855600,TOM FORD,Perfume,4,18,3100,70,70,0
1855626,AERIN,Perfume,3.5,33,1500,130,130,0
1855709,Dr. Jart+,BB & CC Creams,4,2000,89500,52,52,0
1855956,Aquis,Hair Accessories,4.5,269,29100,30,30,0
1856335,MAKE UP FOR EVER,Foundation,4,622,36100,43,43,0
1856491,Juliette Has a Gun,Perfume,4.5,113,5600,135,135,0
1856772,Wander Beauty,Mascara,4,339,13200,24,24,0
1857002,Murad,Face Serums,4.5,387,16000,89,89,0
1857341,Lancôme,Eye Creams & Treatments,4,395,5200,65,65,0
1857747,Anthony,Value & Gift Sets,5,1,1300,30,30,0
1857861,REN Clean Skincare,Face Serums,4.5,136,8600,48,48,0
1857879,Armani Beauty,Mascara,4.5,165,4600,32,32,0
1858042,Yves Saint Laurent,Lip Stain,4.5,562,112000,37,37,0
1858133,Calvin Klein,Perfume,4.5,17,1500,26,26,0
1858133,Calvin Klein,Rollerballs & Travel Size,3.5,5,1300,26,26,0
1858372,Clarins,Face Masks,4.5,10,3000,77,77,0
1858653,Lancôme,Eyeliner,3.5,197,8700,32,32,0
1858687,Lancôme,Mascara,3.5,170,8200,32,32,0
1859735,CLINIQUE,Blush,4.5,952,128400,25,25,0
1859784,Caudalie,Exfoliators,4.5,223,6900,35,35,0
1859792,Caudalie,Exfoliators,4.5,170,16500,35,35,0
1860055,CLINIQUE,Lipstick,4.5,88,15100,19.5,19.5,0
1860246,CLINIQUE,Lipstick,3.5,60,11400,19.5,19.5,0
1860311,SEPHORA COLLECTION,Face Wash & Cleansers,3.5,26,2900,16,16,1
1860329,SEPHORA COLLECTION,Face Wash & Cleansers,3,38,4200,16,16,1
1860576,Bio Ionic,Hair Straighteners & Flat Irons,4.5,167,11100,230,230,0
1861426,Guerlain,Foundation,4.5,1000,37600,63,63,0
1861475,Guerlain,Face Brushes,4.5,28,3900,52,52,0
1861533,Guerlain,Concealer,4.5,73,8500,40,40,0
1861970,Givenchy,Eyebrow,4.5,48,3000,27,27,0
1861988,Givenchy,Eyebrow,4.5,69,4500,30,30,0
1861996,Givenchy,Eyebrow,3.5,3,573,27,27,0
1862275,Kate Somerville,Eye Creams & Treatments,3.5,113,13400,85,85,0
1862283,Kate Somerville,Moisturizers,4.5,71,7800,48,48,0
1862309,Dr. Dennis Gross Skincare,Mists & Essences,4.5,47,6800,30,30,0
1862317,Dr. Dennis Gross Skincare,Face Masks,4.5,56,6100,48,48,0
1862325,Dr. Dennis Gross Skincare,Facial Cleansing Brushes,4,89,21300,149,149,0
1862481,Algenist,Eye Creams & Treatments,3,23,1000,72,72,0
1862515,Algenist,Concealer,4,26,2000,33,33,1
1862549,Algenist,Highlighter,4.5,100,6400,38,38,1
1862804,belif,Face Wash & Cleansers,4.5,99,9400,34,34,1
1862812,belif,Moisturizers,4.5,82,15000,58,58,1
1862820,belif,Eye Creams & Treatments,4.5,141,14700,58,58,1
1862846,belif,Face Serums,4.5,38,7500,60,60,1
1862903,Shiseido,Moisturizers,3.5,5,1800,120,120,0
1862929,Shiseido,Eye Creams & Treatments,4,23,5200,75,75,0
1863117,Peter Thomas Roth,Eye Masks,4,319,35400,52,52,0
1863182,GLAMGLOW,Night Creams,4,379,32400,59,59,0
1863208,SK-II,Mists & Essences,4,115,11700,245,245,0
1863216,SK-II,Mists & Essences,4,98,3700,225,225,0
1863547,SUNDAY RILEY,Mini Size,4,22,4400,22,22,0
1863554,Herbivore,Hair Styling Products,3.5,122,14700,20,20,0
1863588,Youth To The People,Face Wash & Cleansers,4.5,2000,93700,36,36,0
1863596,Youth To The People,Face Serums,4,151,18800,62,62,0
1863604,Youth To The People,Moisturizers,4,995,47200,48,48,0
1863653,Givenchy,Cologne,5,19,932,104,104,0
1863901,Cinema Secrets,Makeup Removers,4.5,20,2300,20,20,0
1864032,IT Cosmetics,Face Wash & Cleansers,4.5,462,25100,38,38,1
1864917,SEPHORA COLLECTION,Face Masks,4.5,131,15900,20,20,1
1865088,Moschino,Perfume,4,119,15300,62,62,0
1865245,Guerlain,Eyeliner,4,8,912,35,35,0
1865294,SEPHORA COLLECTION,Contour,4,210,28300,29,29,1
1865302,SEPHORA COLLECTION,Highlighter,4.5,538,35200,29,29,1
1865419,Lancôme,Lipstick,4.5,425,35100,32,32,0
1866318,Algenist,Color Correct,4,39,3500,31,31,1
1866359,Lancôme,Makeup,4.5,124,18000,13,13,0
1866698,TOM FORD,Moisturizer & Treatments,5,1,252,155,155,0
1866706,TOM FORD,Moisturizer & Treatments,4,5,536,112,112,0
1866722,TOM FORD,Lip Balms & Treatments,4.5,17,2700,29,29,0
1866748,TOM FORD,Moisturizer & Treatments,5,1,413,67,67,0
1866755,TOM FORD,Face Wash,3,2,680,54,54,0
1866763,TOM FORD,Shaving,0,0,227,65,65,0
1866771,TOM FORD,Aftershave,4.5,20,2100,57,57,0
1866805,TOM FORD,Eyebrow,4,5,1100,54,54,0
1866813,TOM FORD,Aftershave,3.5,9,626,40,40,0
1867464,SEPHORA COLLECTION,Sponges & Applicators,4,22,8300,12,12,1
1867548,SEPHORA COLLECTION,Face Brushes,4.5,56,5500,32,32,1
1867597,SEPHORA COLLECTION,Face Brushes,4,58,8100,26,26,1
1867605,SEPHORA COLLECTION,Face Brushes,4.5,43,6700,22,22,1
1867647,SEPHORA COLLECTION,Eye Brushes,5,128,22400,16,16,1
1867654,SEPHORA COLLECTION,Eye Brushes,5,41,8500,16,16,1
1867662,SEPHORA COLLECTION,Eye Brushes,4.5,22,8100,14,14,1
1867670,SEPHORA COLLECTION,Eye Brushes,3.5,72,10400,12,12,1
1868124,IT Cosmetics,Eye Creams & Treatments,4,900,51900,48,48,1
1868165,IT Cosmetics,BB & CC Cream,4,3000,233100,39.5,39.5,0
1868199,IT Cosmetics,Face Serums,4,70,9900,58,58,0
1868207,IT Cosmetics,Eyebrow,4,384,12600,24,24,0
1868215,IT Cosmetics,Mascara,4,1000,32400,25,25,0
1868223,IT Cosmetics,Lip Balms & Treatments,4,191,16500,25,25,0
1868231,IT Cosmetics,Moisturizers,4,752,38500,34,34,0
1868249,IT Cosmetics,Face Sunscreen,4,141,14300,38,38,1
1868256,IT Cosmetics,Moisturizers,4.5,915,33000,49,49,0
1868264,IT Cosmetics,Setting Spray & Powder,4,455,33600,30,30,0
1868702,SEPHORA COLLECTION,Makeup,4.5,157,17400,14,14,1
1868926,IT Cosmetics,Face Brushes,4,57,12400,48,48,1
1868934,IT Cosmetics,Face Brushes,4.5,30,10600,58,58,1
1868983,IT Cosmetics,Setting Spray & Powder,3.5,286,24100,29,29,0
1869015,IT Cosmetics,BB & CC Cream,4,646,50200,39.5,39.5,0
1869213,Drybar,Hair Brushes & Combs,4.5,167,8300,20,20,0
1869296,Moroccanoil,Hair,3.5,12,2900,20,20,0
1869304,Moroccanoil,Hair,4.5,37,5600,12,12,0
1869312,Moroccanoil,Hair,4,84,9100,12,12,0
1869478,Moroccanoil,Hair Oil,4.5,1000,89100,34,34,0
1869486,Moroccanoil,Hair Oil,4.5,134,14800,34,34,0
1869494,Moroccanoil,Hair,4.5,1000,34500,15,15,0
1869502,Moroccanoil,Hair,4.5,87,7600,15,15,0
1869692,Moroccanoil,Hair,4,13,2800,11,11,0
1869700,Moroccanoil,Hair,4.5,7,2500,11,11,0
1869734,KEVYN AUCOIN,Foundation,4.5,195,15100,58,58,0
1870179,dyson,Hair Dryers,4,758,48600,399,399,0
1870211,DevaCurl,Hair Styling Products,3.5,3,1500,15,15,0
1871813,Michael Kors,Rollerballs & Travel Size,4,14,3000,30,30,0
1871862,KEVYN AUCOIN,Makeup,4.5,235,36400,25,25,1
1872217,Verb,Hair Brushes & Combs,4,113,5400,18,18,0
1872837,Drybar,Hair Brushes & Combs,4.5,57,5400,12,12,0
1872852,Moroccanoil,Body Lotions & Body Oils,4,73,8400,48,48,0
1872860,Moroccanoil,Body Lotions & Body Oils,4,18,5300,48,48,0
1872878,Moroccanoil,Body Lotions & Body Oils,4.5,19,6100,52,52,0
1872902,Moroccanoil,Body Wash & Shower Gel,4,25,3800,30,30,0
1872910,Moroccanoil,Body Lotions & Body Oils,4,67,6400,56,56,0
1872928,Moroccanoil,Body Lotions & Body Oils,4.5,31,3700,56,56,0
1873074,Moroccanoil,Conditioner,3.5,49,4300,26,26,0
1873082,Moroccanoil,Hair,3.5,9,1500,11,11,0
1873090,Moroccanoil,Hair,3.5,4,1500,11,11,0
1873108,Moroccanoil,Hair,3,6,1500,11,11,0
1873116,Moroccanoil,Hair,4.5,3,1100,11,11,0
1873124,Moroccanoil,Hair Masks,0,0,0,16,16,0
1873173,Moroccanoil,Hair Styling Products,3,55,2500,11,11,0
1873173,Moroccanoil,Hair,2.5,11,852,11,11,0
1873181,Moroccanoil,Hair,3.5,26,3700,11,11,0
1873199,Moroccanoil,Body Lotions & Body Oils,3,7,1000,38,38,0
1873207,Moroccanoil,Body Sunscreen,5,16,2500,32,32,0
1873215,Moroccanoil,Body Sunscreen,4,6,1100,32,32,0
1873223,Moroccanoil,Body Sunscreen,4,10,1600,32,32,0
1873231,Moroccanoil,After Sun Care,4.5,11,3600,28,28,0
1873298,SEPHORA COLLECTION,Blush,4.5,244,35300,28,28,1
1873330,SEPHORA COLLECTION,Eye Primer,3,169,16100,14,14,1
1873397,ELLIS BROOKLYN,Perfume,4.5,26,4100,100,100,0
1873405,ELLIS BROOKLYN,Perfume,4.5,104,7700,100,100,0
1873413,ELLIS BROOKLYN,Perfume,4.5,7,1100,100,100,0
1873421,ELLIS BROOKLYN,Perfume,4,11,990,100,100,0
1873439,ELLIS BROOKLYN,Lotions & Oils,4,9,1100,55,55,0
1873447,ELLIS BROOKLYN,Lotions & Oils,4,4,378,55,55,0
1873454,ELLIS BROOKLYN,Lotions & Oils,4.5,5,908,55,55,0
1873462,ELLIS BROOKLYN,Lotions & Oils,4.5,4,451,55,55,0
1873470,ELLIS BROOKLYN,Lotions & Oils,5,3,738,55,55,0
1873488,ELLIS BROOKLYN,Candles & Home Scents,4,3,606,60,60,0
1873579,T3,Curling Irons,3.5,65,9200,119,119,0
1873827,Moroccanoil,Dry Shampoo,4.5,193,8800,26,26,0
1873835,Moroccanoil,Dry Shampoo,4.5,267,16800,26,26,0
1874429,ILIA,Lip Balm & Treatment,4,24,4200,26,26,0
1874437,ILIA,Lip Balm & Treatment,4,31,4700,26,26,0
1874692,Estée Lauder,Moisturizers,4,938,11500,87,87,0
1874858,Natasha Denona,Face Primer,3,11,1100,60,60,0
1874866,Natasha Denona,Face Primer,4,33,4700,35,35,0
1874874,Natasha Denona,Face Primer,4.5,22,4700,55,55,0
1875038,Natasha Denona,Eyeshadow,4,13,3200,29,29,0
1875053,Natasha Denona,Eye Palettes,4.5,141,34600,239,239,0
1875061,Natasha Denona,Eye Palettes,4.5,21,9800,95,95,0
1875228,Natasha Denona,Highlighter,4.5,138,21400,38,38,0
1875467,Armani Beauty,Lipstick,4.5,357,58200,38,38,0
1876549,tarte,Eye Palettes,4.5,1000,121900,49,49,0
1876556,tarte,Makeup Palettes,4.5,859,94200,45,45,0
1876861,Sol de Janeiro,Body Wash & Shower Gel,4.5,733,52800,25,25,0
1876994,Murad,Facial Peels,4.5,60,10600,46,46,0
1877059,IT Cosmetics,Mascara,4,208,11100,25,25,0
1877141,Natasha Denona,Eye Palettes,4,223,43100,169,169,0
1877174,MAKE UP FOR EVER,Highlighter,4.5,332,42500,39,39,0
1877414,SEPHORA COLLECTION,Value & Gift Sets,4.5,18,6200,25,57,1
1877505,SEPHORA COLLECTION,Eyeliner,4,581,17100,12,12,1
1878248,SEPHORA COLLECTION,Setting Spray & Powder,3,187,4800,16,16,1
1879105,Eve Lom,Value & Gift Sets,3.5,18,8700,55,80,1
1880483,Chloé,Rollerballs & Travel Size,4.5,10,2100,30,30,0
1880806,amika,Hair Straighteners & Flat Irons,3.5,40,8300,150,165,1
1880814,amika,Value & Gift Sets,3.5,24,9000,80,80,1
1881051,Tatcha,Lip Balms & Treatments,4.5,600,34300,30,30,1
1881440,SEPHORA COLLECTION,Eyelash Curlers,4,217,10000,19,19,1
1881465,tarte,Mists & Essences,4,1000,71900,12,12,1
1881465,tarte,Makeup,4,402,26000,12,12,1
1883479,Sachajuan,Dry Shampoo,4.5,15,1700,37,37,0
1883495,Sachajuan,Dry Shampoo,4.5,8,1200,37,37,0
1883677,Laura Mercier,Setting Spray & Powder,4,378,34900,39,39,0
1884154,IGK,Hair,4,45,6900,15,15,0
1884451,Tata Harper,Moisturizers,4,69,4100,116,116,0
1884592,Juliette Has a Gun,Rollerballs & Travel Size,4.5,93,5600,28,28,0
1885292,SEPHORA COLLECTION,Hair Masks,3.5,529,41400,5,5,1
1885631,SEPHORA COLLECTION,Concealer,4,496,22400,14,14,1
1886019,tarte,False Eyelashes,4,392,56200,12,12,0
1886027,tarte,False Eyelashes,3.5,174,18400,9,9,0
1886084,LANCER Skincare,Mascara,4,83,5600,150,150,0
1886142,LANCER Skincare,Value & Gift Sets,4.5,78,3600,135,160,0
1886423,tarte,Lipstick,4,1000,157000,20,20,0
1886621,Acqua Di Parma,Perfume,4.5,19,2300,142,142,0
1887173,Anthony,Sunscreen,3.5,7,619,34,34,0
1887298,SUNDAY RILEY,Face Serums,4,3000,178800,122,142,0
1887355,The Art of Shaving,Shaving,5,4,604,15,15,0
1887363,The Art of Shaving,Shaving,5,1,567,15,15,0
1887447,SEPHORA COLLECTION,Foundation,4,596,34700,20,20,1
1887876,KVD Vegan Beauty,Makeup,4,517,10200,15,15,1
1887884,KVD Vegan Beauty,Makeup,4,2000,23300,16,16,1
1888197,Erborian,BB & CC Creams,4,605,37800,44,44,1
1888452,Erno Laszlo,Face Wash & Cleansers,4.5,16,2000,58,58,0
1888551,Sol de Janeiro,Body Lotions & Body Oils,4,193,14500,45,45,1
1888858,tarte,Highlighter,4.5,505,58100,29,29,0
1889005,Bobbi Brown,Makeup,4.5,658,14600,25,25,0
1889336,HUM Nutrition,Beauty Supplements,4,281,28700,25,25,0
1889351,SEPHORA COLLECTION,Face Brushes,5,44,7100,34,34,1
1890029,Wander Beauty,Blush,4,94,19100,42,42,0
1890086,tarte,Eye Palettes,3.5,351,47400,36,36,1
1890615,KVD Vegan Beauty,Highlighter,4.5,1000,137500,32,32,1
1890623,KVD Vegan Beauty,Lipstick,4.5,14000,1300000,21,21,1
1890631,Estée Lauder,Eye Creams & Treatments,4,10,7400,42,42,0
1890680,TOM FORD,Perfume,4,16,1700,125,125,0
1890706,Bio Ionic,Value & Gift Sets,4.5,39,5400,120,120,1
1890730,Marvis,Teeth Whitening,4,5,1700,22.5,22.5,0
1890904,Tatcha,Mists & Essences,4.5,1000,67800,95,95,0
1891027,SEPHORA COLLECTION,Sponges & Applicators,4,127,23600,7,7,1
1891373,stila,Eyeshadow,4.5,1000,409700,24,24,0
1891720,Kopari,Face Oils,4,42,5000,44,44,0
1891779,Kopari,Body Lotions & Body Oils,4,33,5800,30,30,0
1891829,Rahua,Hair Styling Products,4,14,1600,34,34,0
1891951,SEPHORA COLLECTION,Face Masks,4.5,984,72000,8,8,1
1892157,NuFACE,Facial Peels,4.5,158,11000,20,20,0
1892314,Eve Lom,Eye Creams & Treatments,3.5,15,1600,75,75,0
1892488,First Aid Beauty,Moisturizers,4,1000,63500,29,29,1
1892611,Dior,Face Masks,4.5,70,10900,69,69,0
1892637,Dior,Face Masks,4.5,28,5100,69,69,0
1892645,Dior,Face Masks,4,31,5200,69,69,0
1892652,Dior,Exfoliators,4.5,18,2000,45,45,0
1892660,Dior,Face Wash & Cleansers,4.5,66,5100,43,43,0
1892678,Dior,Moisturizers,3.5,99,4900,69,69,0
1892710,IGK,Scalp & Hair Treatments,3.5,245,10900,36,36,0
1892835,Hourglass,Lipstick,4.5,956,55400,34,34,0
1892983,Hourglass,Eyeliner,3.5,68,3400,34,34,0
1893031,Dior,Face Serums,4.5,26,4100,73,73,0
1893049,Dior,Face Wash & Cleansers,4,42,2900,43,43,0
1893056,Dior,Face Wash & Cleansers,4,18,1400,43,43,0
1893064,Dior,Face Serums,4.5,14,2900,125,125,0
1893163,Fresh,Moisturizers,4,113,19800,95,95,0
1893544,SEPHORA COLLECTION,Makeup Bags & Travel Cases,4.5,273,16200,4.95,4.95,1
1893973,tarte,Teeth Whitening,4,412,54800,22,22,1
1894039,Farmacy,Moisturizers,4.5,414,22000,34,34,1
1894377,Too Faced,Cheek Palettes,3.5,707,52100,42,42,0
1894468,Too Faced,Blush,4.5,337,38400,30,30,0
1894476,Too Faced,Makeup,4,3000,39200,17,17,0
1894989,beautyblender,Brush Cleaners,4.5,335,19600,45,45,0
1895283,Maison Margiela,Perfume,3.5,23,2600,180,180,0
1895523,tarte,Makeup,4.5,532,67100,19,19,0
1895531,tarte,Makeup,4.5,576,85900,19,19,0
1895580,Briogeo,Shampoo,4,1000,74600,42,42,0
1895598,Briogeo,Scalp & Hair Treatments,4,324,45100,32,32,0
1895606,Briogeo,Dry Shampoo,4,315,21300,24,24,0
1895630,DevaCurl,Shampoo,4,332,12100,28,28,0
1895663,Living Proof,Leave-In Conditioner,4.5,505,26300,29,29,0
1895671,Living Proof,Hair,4.5,13,6700,16,16,0
1895697,Verb,Hair Brushes & Combs,4,170,6700,18,18,0
1895739,Drybar,Value & Gift Sets,3.5,64,4400,49,49,0
1895838,Bumble and bumble,Color Care,4,135,9200,26,26,0
1895861,Bumble and bumble,Hair Styling Products,4,11,919,29,29,0
1895879,Bumble and bumble,Hair Styling Products,4.5,39,2800,29,29,0
1895887,Bumble and bumble,Leave-In Conditioner,4,72,4800,31,31,0
1895960,Armani Beauty,Lip Gloss,4.5,128,47800,38,38,0
1896042,Miu Miu,Perfume,3.5,144,6600,126,126,0
1896059,Miu Miu,Rollerballs & Travel Size,4,21,2500,30,30,1
1896174,Jack Black,Eye Cream,4,47,3300,25,25,0
1896976,KEVYN AUCOIN,Highlighter,4.5,63,14100,58,58,0
1897123,Wander Beauty,Concealer,4,68,9300,29,29,0
1897271,SEPHORA COLLECTION,Makeup Bags & Travel Cases,4.5,75,15300,52,52,1
1897354,NUDESTIX,Lipstick,3.5,346,17900,26,26,0
1897446,Verb,Shampoo,3.5,96,4800,18,18,0
1897453,Verb,Conditioner,3.5,49,3300,18,18,0
1897479,Skin Laundry,Face Wash & Cleansers,4.5,194,7200,20,20,1
1897537,Skin Laundry,Moisturizers,4,12,1200,30,30,1
1897602,Skin Laundry,Sheet Masks,4.5,8,1900,12,12,1
1897610,Skin Laundry,Sheet Masks,3.5,4,1300,15,15,1
1897636,Verb,Hair Styling Products,4,79,5300,18,18,0
1897669,Perricone MD,Face Oils,4,14,3400,38,38,0
1897677,Perricone MD,Face Masks,4.5,20,1600,50,50,0
1897719,Murad,Face Serums,4,132,9100,39,39,1
1897727,Murad,Moisturizers,4,76,4600,72,72,0
1897735,Givenchy,Lipstick,4.5,744,38300,34,34,0
1897768,SHHHOWERCAP,Hair Accessories,3.5,233,22600,43,43,0
1897917,NUDESTIX,Highlighter,4,141,17800,32,32,0
1898022,Christophe Robin,Hair Brushes & Combs,4,42,9300,108,108,0
1898063,Christophe Robin,Hair Brushes & Combs,3.5,17,2200,103,103,0
1898071,MILK MAKEUP,Eyeshadow,4,276,61400,24,24,0
